id,created_at,text,likes,retweets,replies,clean_text,sentiment_score,sentiment,risk_level
1909416866050686982,2025-04-08T01:23:50+00:00,"Hello, Mr. Ilan Mask, I'm sorry to disturb you like this, the economic situation in Iran is very bad, it is very easy for you to help a 12-year-old girl, please help me to save my daughter from cancer, please look into your child's eyes, we need your help, thank you https://t.co/0pi3qrJnz5",0,0,0,hello mr ilan mask im sorry disturb like economic situation iran bad easy help 12yearold girl please help save daughter cancer please look childs eyes need help thank,0.872,Positivo,Bajo
1909416865358553147,2025-04-08T01:23:50+00:00,"Of course a friend in need is a friend indeed,#CompanionIndeed thanks 🙏 to Saint Dr MSG and their volunteers to help needi persons, https://t.co/NGkiLhlR5C",0,0,0,course friend need friend indeed thanks saint dr msg volunteers help needi persons,0.9001,Positivo,Bajo
1909416856894447915,2025-04-08T01:23:48+00:00,"How #RedSox fans berated one of their own, star Jarren Duran, into attempting suicide. https://t.co/qlmYdBluGs",0,0,0,fans berated one star jarren duran attempting suicide,-0.6705,Negativo,Alto
1909416856198193627,2025-04-08T01:23:48+00:00,@Kevin_Kellyy @cooltxchick @TheAnaBraga Enjoy dyin alone you sick fuck,0,0,0,enjoy dyin alone sick fuck,-0.6808,Negativo,Bajo
1909416854789009659,2025-04-08T01:23:48+00:00,"@theolinoutinout @TheChaosWeeber ""Muh votes""
No one's voting for that you geriatric walking cigarette pack, you're much more alone than you realize. But if you separatist dumbasses try to have a little 1776 moment loyal Canadians will be happy to put you down",0,0,0,muh votes ones voting geriatric walking cigarette pack youre much alone realize separatist dumbasses try little 1776 moment loyal canadians happy put,0.6743,Positivo,Bajo
1909416850703732896,2025-04-08T01:23:47+00:00,"@Alphafox78 There are no trans people.  However, there are people that have a need for intense help.",0,0,0,trans people however people need intense help,0.4588,Positivo,Bajo
1909416845926711564,2025-04-08T01:23:45+00:00,"@theresatruth @RealAmVoice @jsolomonReports @stinchfield1776 @USSupremeCourt Antichrist @realDonaldTrump’s attorneys admitted it was an error.  God will fight the U.S. on this!  She will burn as prophesied for vexing the stranger, no longer welcoming Christians facing persecution and for continuing in drug addiction! https://t.co/cSf4d9wZLn",0,0,0,antichrist attorneys admitted error god fight us burn prophesied vexing stranger longer welcoming christians facing persecution continuing drug addiction,-0.4404,Negativo,Moderado
1909416844122833106,2025-04-08T01:23:45+00:00,"@LeaveDelaware @elonmusk Hello, Mr. Ilan Mask, I'm sorry to disturb you like this, the economic situation in Iran is very bad, it is very easy for you to help a 12-year-old girl, please help me to save my daughter from cancer, please look into your child's eyes, we need your help, thank you",0,0,0,hello mr ilan mask im sorry disturb like economic situation iran bad easy help 12yearold girl please help save daughter cancer please look childs eyes need help thank,0.872,Positivo,Bajo
1909416843095298051,2025-04-08T01:23:45+00:00,"Ion ask a mf for shit, cus I don’t need nobody feeling like I can’t do shit without they help…",1,0,0,ion ask mf shit cus dont need nobody feeling like cant shit without help,-0.6297,Negativo,Bajo
1909416842382524711,2025-04-08T01:23:45+00:00,"@tobeloved80 @RpsAgainstTrump This whole string is laughable and a prime example of what a cult MAGA truly is. 

The day after the election the #1 google search was “what is a tariff”

Now everyone in the thread is “trump needs to be left alone to enact these tariffs” and “ we need these tariffs”

These will",0,0,0,whole string laughable prime example cult maga truly day election google search tariff everyone thread trump needs left alone enact tariffs need tariffs,0.2732,Positivo,Bajo
1909416838485680506,2025-04-08T01:23:44+00:00,@BombChelleMama_ I made a backup a few years ago when dm limits were big. I was trying to help someone with severe depression. Went over the dm limit so I made the backup to make sure they were okay. Ended up keeping it because I like that it's a smaller account.,0,0,0,made backup years ago dm limits big trying help someone severe depression went dm limit made backup make sure okay ended keeping like smaller account,0.2732,Positivo,Moderado
1909416837504512259,2025-04-08T01:23:43+00:00,"Can you help me out?  I am trying to  get a free gift.
Hello friends, I need your help to click this link below to get more puppy snacks for my new pet!! 
https://t.co/k1qELRjJYo",0,0,0,help trying get free gift hello friends need help click link get puppy snacks new pet,0.9287,Positivo,Bajo
1909416834966696195,2025-04-08T01:23:43+00:00,"In life, you will go through certain paíns alone. Don't háte anyone who wasn't there for you, they were there for themselves because nobody was there for them.",1,0,0,life go certain pans alone dont hte anyone wasnt nobody,0.0258,Neutral,Bajo
1909416834870259962,2025-04-08T01:23:43+00:00,"It’s why I love writing dark poems cause wdym writing about suicide = the artist been su*cidal. I think it’s shallow but in a way it makes sense. It’s why I’m at the average spot still struggling.
You can’t make true art if you’re afraid to tap into the darkest part.",0,0,0,love writing dark poems cause wdym writing suicide artist sucidal think shallow way makes sense im average spot still struggling cant make true art youre afraid tap darkest part,-0.824,Negativo,Alto
1909416833754542319,2025-04-08T01:23:43+00:00,"@Ze1ooooo @WhiteHouse @VP Thanks. 😄  but in all seriousness, this man grew up watching his mother in active addiction and 10 years sober and still here is special. I speak as someone who has lost very close people to addiction.",0,0,0,thanks seriousness man grew watching mother active addiction 10 years sober still special speak someone lost close people addiction,0.7003,Positivo,Moderado
1909416830847893749,2025-04-08T01:23:42+00:00,asked my brother to explain how he  grew up around our parents and we sat and talked for 3 hours about how fucked up our family was and it was so validating and refreshing to see how he perceived the familial dynamics i thought i was alone in???,0,0,0,asked brother explain grew around parents sat talked 3 hours fucked family validating refreshing see perceived familial dynamics thought alone,-0.4404,Negativo,Bajo
1909416829442785507,2025-04-08T01:23:42+00:00,"I was totally overwhelmed by my admirers yesterday, I couldn’t handle it! called my boo to tell it all and my baby said aren’t you a celebrity😭",0,0,0,totally overwhelmed admirers yesterday couldnt handle called boo tell baby said arent celebrity,0.5379,Positivo,Moderado
1909416826473160932,2025-04-08T01:23:41+00:00,maybe i'm just better off alone.,0,0,0,maybe im better alone,0.2263,Positivo,Bajo
1909416826183770251,2025-04-08T01:23:41+00:00,"I never had allergies before in my life

This shit is getting me suicidal wtf, how do you guys live with this https://t.co/wt3i9nWSaw",0,0,1,never allergies life shit getting suicidal wtf guys live,-0.7488,Negativo,Alto
1909416825177223626,2025-04-08T01:23:41+00:00,"Spring semester just began! Need help with your course work? 
✓Essay due
✓Paper Pay
✓finance
✓Dissertation
✓Essay
✓Geometry.
✓Online class
✓Assignment..
Precalculus
DM now!....",0,0,0,spring semester began need help course work essay due paper pay finance dissertation essay geometry online class assignment precalculus dm,0.3182,Positivo,Bajo
1909416818801881439,2025-04-08T01:23:39+00:00,@elonmusk @BasedMikeLee Suicidal Empathy=idiocy,0,0,0,suicidal empathyidiocy,-0.6705,Negativo,Alto
1909416817769980271,2025-04-08T01:23:39+00:00,@WallStreetApes Good information. I am not pulling out of anything. Leave it alone. It has always come back every time in the last 30 years. My 401K is solid and I am not in the least worried about it. I am in the good hands.  Go Trump keep up the good work.,0,0,0,good information pulling anything leave alone always come back every time last 30 years 401k solid least worried good hands go trump keep good work,0.8397,Positivo,Bajo
1909416814049702054,2025-04-08T01:23:38+00:00,@VividProwess Suicidal empathy 100%. God said not to spare any of them when moving into the Promised Land…..,0,0,0,suicidal empathy 100 god said spare moving promised land,-0.2263,Negativo,Alto
1909416813844181015,2025-04-08T01:23:38+00:00,"@Zazamyodor If you're like to call,' HUNG UP'
If you need help, ' Hung up and dial your operater' 💀",0,0,0,youre like call hung need help hung dial operater,0.6369,Positivo,Bajo
1909416810526486843,2025-04-08T01:23:37+00:00,"@PierrePoilievre Poilievre says 50,000 will get treatment—but where? Canada lacks beds, staff, &amp; funding. Banning safe use sites, which reversed 58,000+ ODs since 2017, puts lives at risk. You don’t fight addiction by cutting lifelines. #cdnpoli #HarmReduction #AddictionCrisis",0,0,0,poilievre says 50000 get treatmentbut canada lacks beds staff amp funding banning safe use sites reversed 58000 ods since 2017 puts lives risk dont fight addiction cutting lifelines,0.5194,Positivo,Moderado
1909416810513920479,2025-04-08T01:23:37+00:00,@lindz_malindz Leave that dick alone please,0,0,0,leave dick alone please,-0.4939,Negativo,Bajo
1909416809737904473,2025-04-08T01:23:37+00:00,"I was walking home from the convenience store (gaijin for konbini) when a truck almost hit me. I have anime figures on my shelf, I sleep in a futon, I had a bag with cup noodles in. I'm depressed. Surely now was my time to go to an isekai fantasy. The truck stopped and honked :(",0,0,0,walking home convenience store gaijin konbini truck almost hit anime figures shelf sleep futon bag cup noodles im depressed surely time go isekai fantasy truck stopped honked,-0.3182,Negativo,Moderado
1909416807003570458,2025-04-08T01:23:36+00:00,"Ion ask a mf for shit, cus I don’t need nobody feeling like I can’t do shit without they help",1,0,0,ion ask mf shit cus dont need nobody feeling like cant shit without help,-0.6297,Negativo,Bajo
1909416806756061498,2025-04-08T01:23:36+00:00,@ProjectLincoln Isn't this your wife in her VERY expensive accessories Rick? Ppl in glass houses need to leave @PressSec ALONE😡 https://t.co/TZHzHEasKa,0,0,0,isnt wife expensive accessories rick ppl glass houses need leave alone,-0.296,Negativo,Bajo
1909416804478599206,2025-04-08T01:23:36+00:00,"Last night was terrible. Had a panic attack almost an hour i dont check the time. Had to handle it alone, privately.",0,0,0,last night terrible panic attack almost hour dont check time handle alone privately,-0.8885,Negativo,Bajo
1909416800485339575,2025-04-08T01:23:35+00:00,I needed to hear this tonight. Am I alone on this? 🥵 https://t.co/MBlIBEeNt7,0,0,0,needed hear tonight alone,-0.25,Negativo,Bajo
1909416800019677584,2025-04-08T01:23:35+00:00,"@victorliang311 @wedonttolerate @INEOS He’s not even better than Barthez let alone de gea all them man,his passing has to be one of the most overrated ability I’ve heard he’s jst as bad as de gea bro kicks it out of ply even when he has time 😂🤦🏻‍♂️",0,0,0,hes even better barthez let alone de gea manhis passing one overrated ability ive heard hes jst bad de gea bro kicks ply even time,-0.0772,Negativo,Bajo
1909416797364707704,2025-04-08T01:23:34+00:00,"Need your help, mate, to get to 500 verified followers 
🦋 @RajveerrRathod",1,0,1,need help mate get 500 verified followers,0.4019,Positivo,Bajo
1909416796274163871,2025-04-08T01:23:34+00:00,"@woundedbandages You are not alone, I had a similar issue Not quit long ago and it was commendable how fast he helped me fixed it. Reach out to their @get_hacks_ for help and recovery.",0,0,0,alone similar issue quit long ago commendable fast helped fixed reach help recovery,0.2023,Positivo,Bajo
1909416792906219566,2025-04-08T01:23:33+00:00,"Draining you tiny dick losers submit sorry beta sissy’s 🐙💕🖤💋✨🤭

Findom sissy snowbunny bnwo cuck Joi petite Latina roleplay sexting cei beta fendom relapse simp pyt abuse fantasy crypto https://t.co/fW0vCSblqj",0,0,0,draining tiny dick losers submit sorry beta sissys findom sissy snowbunny bnwo cuck joi petite latina roleplay sexting cei beta fendom relapse simp pyt abuse fantasy crypto,-0.9042,Negativo,Moderado
1909416792239599646,2025-04-08T01:23:33+00:00,"@DavidgdMM @atensnut How many homeless veterans could this help?Good point, Steven.Too often, the government burns money on fancy programs while turning a blind eye to those who truly need help.We have tens of thousands of veterans who have given their lives for our country and are now living on the",0,0,0,many homeless veterans could helpgood point steventoo often government burns money fancy programs turning blind eye truly need helpwe tens thousands veterans given lives country living,0.0516,Positivo,Bajo
1909416791429751176,2025-04-08T01:23:32+00:00,"Spring semester just began! Need help with your course work? 
✓Essay due
✓Paper Pay
✓finance
✓Economics
✓Essay
✓Geometry.
✓Online class
✓Assignment..
Precalculus
DM now!....",0,0,0,spring semester began need help course work essay due paper pay finance economics essay geometry online class assignment precalculus dm,0.3182,Positivo,Bajo
1909416788552528096,2025-04-08T01:23:32+00:00,"@BryceMLipscomb @KelloggsUS After abused system dries up, they’ll be in lines for jobs. You don’t work/ you don’t eat (not talking about our fellow Americans who really do need help).",0,0,0,abused system dries theyll lines jobs dont work dont eat talking fellow americans really need help,-0.0828,Negativo,Bajo
1909416786568556591,2025-04-08T01:23:31+00:00,"@Iwantabetacode1 @ZoneXbez One of the best puzzles in my opinion is the totem challenge at IX.

getting the exact zombie symbol right took time, too bad some big ones need dev help to be relevant...",0,0,0,one best puzzles opinion totem challenge ix getting exact zombie symbol right took time bad big ones need dev help relevant,0.5719,Positivo,Bajo
1909416784777650546,2025-04-08T01:23:31+00:00,"@Leejay1963 @SamanthaTaghoy You’d think so. But take it one step further. Chess. Pure thinking power alone. No physical technique required at all. Still, the #1 woman in the world would rank somewhere around 70th place. The second best woman in the world is probably 200th.",0,0,0,youd think take one step chess pure thinking power alone physical technique required still woman world would rank somewhere around 70th place second best woman world probably 200th,0.4939,Positivo,Bajo
1909416783305752967,2025-04-08T01:23:31+00:00,"Can you help me out?  I am trying to  get a free gift.
Hello friends, I need your help to click this link below to get more puppy snacks for my new pet!! 
https://t.co/GKdelJrvMg",0,0,0,help trying get free gift hello friends need help click link get puppy snacks new pet,0.9287,Positivo,Bajo
1909416782101684502,2025-04-08T01:23:30+00:00,"@livinlikelaur3n Help haha I love that though, need to show her more love I guess 👀",0,0,0,help haha love though need show love guess,0.9337,Positivo,Bajo
1909416780029641117,2025-04-08T01:23:30+00:00,@BNNBloomberg lol. A liberal paid poll. Sure we believe that. Carney cancelled a carbon tax he supported to buy votes. Pierre wanted it gone all alone. How much did the liberals take in the past 5 years with that tax. Gas here went from 1.50 to 1.21. So $15 ave extra a fill for 50L x52x5 yrs.,0,0,0,lol liberal paid poll sure believe carney cancelled carbon tax supported buy votes pierre wanted gone alone much liberals take past 5 years tax gas went 150 121 15 ave extra fill 50l x52x5 yrs,0.5267,Positivo,Bajo
1909416778251333647,2025-04-08T01:23:29+00:00,"@elonmusk Hello, Mr. Ilan Mask, I'm sorry to disturb you like this, the economic situation in Iran is very bad, it is very easy for you to help a 12-year-old girl, please help me to save my daughter from cancer, please look into your child's eyes, we need your help, thank you",0,0,0,hello mr ilan mask im sorry disturb like economic situation iran bad easy help 12yearold girl please help save daughter cancer please look childs eyes need help thank,0.872,Positivo,Bajo
1909416776237998193,2025-04-08T01:23:29+00:00,"It pains to lose your savings to scammers
I almost committed suicide when I fell victim, but @cyberworld_pro recovered back my stolen funds
Send them an inbox to help you https://t.co/BalvAsmnsx",0,0,0,pains lose savings scammers almost committed suicide fell victim recovered back stolen funds send inbox help,-0.8889,Negativo,Alto
1909416775998922754,2025-04-08T01:23:29+00:00,@FROSTISZN @Polar_BAM @interludetrap Yeh idk wth bro talking abt they all rock it j ill say they don’t rock it alone anymore like it being the main focus &amp; tbh that’s for every opium member .,0,0,0,yeh idk wth bro talking abt rock j ill say dont rock alone anymore like main focus amp tbh thats every opium member,-0.5204,Negativo,Bajo
1909416775948652670,2025-04-08T01:23:29+00:00,"@That1guy69691 @ALadyNamedKatie Oh hey Jeff still runnin' a group of pedos and women rapists? I remember when you wouldnt leave me the fuck alone, remember what I talked to you about?",0,0,0,oh hey jeff still runnin group pedos women rapists remember wouldnt leave fuck alone remember talked,-0.1436,Negativo,Bajo
1909416774509945224,2025-04-08T01:23:28+00:00,@BlazeBinges Yes. For the sound track and visuals alone... yes.,0,0,0,yes sound track visuals alone yes,0.5267,Positivo,Bajo
1909416772886835258,2025-04-08T01:23:28+00:00,Omg and d I can wear my sport bra and biker shorts with no big t shirt bc I'll be all alone 😍😍😍😍🏀💦💦,0,0,0,omg wear sport bra biker shorts big shirt bc ill alone,-0.5859,Negativo,Bajo
1909416769523269940,2025-04-08T01:23:27+00:00,"@TheEXECUTlONER_ ""Suicide""",0,0,0,suicide,-0.6705,Negativo,Alto
1909416769447772302,2025-04-08T01:23:27+00:00,@iAnonPatriot Just their way of telling you that you need help.,0,0,0,way telling need help,0.4019,Positivo,Bajo
1909416766482108656,2025-04-08T01:23:27+00:00,"Me and the man in the mirror 
Best believe I don’t need help",0,0,0,man mirror best believe dont need help,0.4482,Positivo,Bajo
1909416763340853498,2025-04-08T01:23:26+00:00,"@RazorWireFence @IlhanMN Everyone’s taking Trump seriously because the economy is getting fked up! 
Recession depression?",0,0,0,everyones taking trump seriously economy getting fked recession depression,-0.802,Negativo,Moderado
1909416760870060223,2025-04-08T01:23:25+00:00,I’m fine w being alone,0,0,0,im fine w alone,-0.0516,Negativo,Bajo
1909416757552726029,2025-04-08T01:23:24+00:00,"@UFOdonut @BrianChaires7 @TalkinBaseball_ I... understand what you're saying. I have no idea if it's accurate. But even if the Padres have a much better season, how does that make the Dodgers less successful in the regular season? They alone aren't causing the Dodgers to miss the playoffs somehow.",0,0,0,understand youre saying idea accurate even padres much better season make dodgers less successful regular season alone arent causing dodgers miss playoffs somehow,0.7051,Positivo,Bajo
1909416756822630846,2025-04-08T01:23:24+00:00,"@AhmedErragragy @LadMusiala @krenarkas @barcaaxh Our main DM was casado at this time, ter stegen is a liability, and for olmo yeah that was an important but fermin is a very good sub.

That's not comparable to play with muller and gnabry in big 2025, musiala miss alone was way more important than Olmo or FDJ by a mile",0,0,0,main dm casado time ter stegen liability olmo yeah important fermin good sub thats comparable play muller gnabry big 2025 musiala miss alone way important olmo fdj mile,0.6908,Positivo,Bajo
1909416755207745700,2025-04-08T01:23:24+00:00,"I am also feeling a bit more depressed than normal because of today going to be more boring than many other days, luckly tomorrow will be better without doubt. https://t.co/UEtVyDwigq",0,0,0,also feeling bit depressed normal today going boring many days luckly tomorrow better without doubt,-0.0232,Neutral,Moderado
1909416754499272846,2025-04-08T01:23:24+00:00,"@depressed_kid27 @sheikielives @kirawontmiss 40.3% of adults are obese.

💀""She/They"" yeah you aren't everyone",0,0,0,403 adults obese shethey yeah arent everyone,0.296,Positivo,Moderado
1909416754243153945,2025-04-08T01:23:24+00:00,"@ProudElephantUS She loathes Trump. She was friendly to him to get on the bench for 1 reason and 1 reason alone- overturn Roe V Wade. Once that was complete, no need for her to be conservative.",0,0,0,loathes trump friendly get bench 1 reason 1 reason alone overturn roe v wade complete need conservative,-0.1779,Negativo,Bajo
1909416751076720930,2025-04-08T01:23:23+00:00,"Hello, Mr. Ilan Mask, I'm sorry to disturb you like this, the economic situation in Iran is very bad, it is very easy for you to help a 12-year-old girl, please help me to save my daughter from cancer, please look into your child's eyes, we need your help, thank you https://t.co/WCiodaWmCR",0,0,0,hello mr ilan mask im sorry disturb like economic situation iran bad easy help 12yearold girl please help save daughter cancer please look childs eyes need help thank,0.872,Positivo,Bajo
1909416750510158059,2025-04-08T01:23:23+00:00,"@venalardor No. No you're not. You did what you had to do in order to stay alive. None of this makes you a monster Maddie. You shouldn't have gone through this alone. You deserved better... So much more

*he whispered, his lips pressed against her head. A part of him is angry knowing - - -",0,0,0,youre order stay alive none makes monster maddie shouldnt gone alone deserved better much whispered lips pressed head part angry knowing,0.4479,Positivo,Bajo
1909416749990395982,2025-04-08T01:23:23+00:00,"@favourious02 You are not alone, I had a similar issue Not quit long ago and it was commendable how fast he helped me fixed it. Reach out to their @get_hacks_ for help and recovery.",0,0,0,alone similar issue quit long ago commendable fast helped fixed reach help recovery,0.2023,Positivo,Bajo
1909416747524108331,2025-04-08T01:23:22+00:00,Dj Shinski - Naija Overdose Mix Vol 15,0,0,0,dj shinski naija overdose mix vol 15,0.0,Neutral,Alto
1909416742134104149,2025-04-08T01:23:21+00:00,@onwe_tc @Okwesilieze82 Very hopeless bastards,0,0,0,hopeless bastards,-0.7906,Negativo,Moderado
1909416741211435411,2025-04-08T01:23:21+00:00,"@SlanderedSaint2 What part of “completely halting all trains” says “through words alone” to you, exactly??
🤔👀",0,0,0,part completely halting trains says words alone exactly,-0.25,Negativo,Bajo
1909416740905230646,2025-04-08T01:23:20+00:00,@RepRoKhanna Get ready for another Great Depression Ro. We will be lucky if we don't get into a nuclear war with our main adversary.,0,0,0,get ready another great depression ro lucky dont get nuclear war main adversary,0.7933,Positivo,Moderado
1909416739219140688,2025-04-08T01:23:20+00:00,30 is realizing it’s okay to be alone.,0,0,0,30 realizing okay alone,-0.0258,Neutral,Bajo
1909416736715063487,2025-04-08T01:23:19+00:00,"@DareenAbod Hello Mariam, Are you still in need of support? @DareenAbod , How can I help?  @DareenAbod",0,0,0,hello mariam still need support help,0.6597,Positivo,Bajo
1909416731115769886,2025-04-08T01:23:18+00:00,@DPGBehler My husband wasn't with me a lot but it's because he is in the military and was deployed. Also a lot of police and firefighter wives come to church alone because their spouses have to work. You never know the circumstance.,0,0,0,husband wasnt lot military deployed also lot police firefighter wives come church alone spouses work never know circumstance,-0.25,Negativo,Bajo
1909416731048661206,2025-04-08T01:23:18+00:00,"Spring semester just began! Need help with your course work? 
✓Essay due
✓Paper Pay
✓finance
✓Essay
✓Geometry.
✓Online class
✓Assignment..
Precalculus
DM now!....",0,0,0,spring semester began need help course work essay due paper pay finance essay geometry online class assignment precalculus dm,0.3182,Positivo,Bajo
1909416730817863773,2025-04-08T01:23:18+00:00,"@blueiziz I feel sorry about everything that is happening, Iz... some people just difficult to deal with. I hope the situation gets better soon. :(

we're here if you need help anyway!",2,0,0,feel sorry everything happening iz people difficult deal hope situation gets better soon need help anyway,0.6908,Positivo,Bajo
1909416730734346583,2025-04-08T01:23:18+00:00,"💖 Dreaming of K-pop merch but need a Korean address?

Qixbox is here to help! 🌈
Get your own Korean address today and access all the must-have K-pop items from Korea! 🚚💨

Start your shopping spree now!

_____________________

Do you need a warehouse in Korea to store your https://t.co/qU3eAwlKpb",0,0,0,dreaming kpop merch need korean address qixbox help get korean address today access musthave kpop items korea start shopping spree need warehouse korea store,0.4019,Positivo,Bajo
1909416726531293290,2025-04-08T01:23:17+00:00,@WhiteHouse @VP What a beautiful story of redemption and forgiveness. God is shining through the pain of addiction. @VP what a blessing to honor your mom. Even when we fail as mama’s our love runs as deep as the blood in our veins for our kids. Your family is beautiful and I am thankful for you,0,0,0,beautiful story redemption forgiveness god shining pain addiction blessing honor mom even fail mamas love runs deep blood veins kids family beautiful thankful,0.9612,Positivo,Moderado
1909416724748706044,2025-04-08T01:23:17+00:00,"From childhood's hour I have not been
As others were; I have not seen
As others saw; I could not bring
My passions from a common spring.
From the same source I have not taken
My sorrow; I could not awaken
My heart to joy at the same tone;
And all I loved, I loved alone.
Then- in",0,0,0,childhoods hour others seen others saw could bring passions common spring source taken sorrow could awaken heart joy tone loved loved alone,0.886,Positivo,Bajo
1909416724354793789,2025-04-08T01:23:16+00:00,need some help ig,0,0,0,need help ig,0.4019,Positivo,Bajo
1909416721217184101,2025-04-08T01:23:16+00:00,The lights just flickered and I’m home alone in the tub literally almost shitted on myself😭😭😭,0,0,0,lights flickered im home alone tub literally almost shitted,-0.5279,Negativo,Bajo
1909416720562856311,2025-04-08T01:23:16+00:00,"@itsqueenj94 @itsqueenj94  Need any last  minute help ?

Let @ClassExpertShe2   assist you with your online classes, homework, or assignments ! 
  
  📲 Reach us on WhatsApp   at: +1(516)274-0925 for top-notch help with your studies !

 https://t.co/BsSCHAGjAj",0,0,0,need last minute help let assist online classes homework assignments reach us whatsapp 15162740925 topnotch help studies,0.6705,Positivo,Bajo
1909416717991747962,2025-04-08T01:23:15+00:00,@TRHLofficial She’s mad she had had to eat lunch alone every day like Stephen Glansberg,0,0,0,shes mad eat lunch alone every day like stephen glansberg,-0.4019,Negativo,Bajo
1909416717828472908,2025-04-08T01:23:15+00:00,@XAVIAERD @Jax9799 Of course you call names.. that’s how you treat women… like they’re not women. Thus proving your real worth!! I could call you names but I’d rather point out how that’s a cowardice move!  We all can read all the stories. This isn’t the Great Depression!,0,0,0,course call names thats treat women like theyre women thus proving real worth could call names id rather point thats cowardice move read stories isnt great depression,0.7007,Positivo,Moderado
1909416717471670681,2025-04-08T01:23:15+00:00,"@Jimmyyweb3 You are not alone, I had a similar issue Not quit long ago and it was commendable how fast he helped me fixed it. Reach out to their @get_hacks_ for help and recovery.",0,0,0,alone similar issue quit long ago commendable fast helped fixed reach help recovery,0.2023,Positivo,Bajo
1909416715898741059,2025-04-08T01:23:14+00:00,postpartum depression took me there https://t.co/yRFQJgACrZ,0,0,0,postpartum depression took,-0.5719,Negativo,Moderado
1909416715156443300,2025-04-08T01:23:14+00:00,💛❤️ i lowkey wanna cut myself. but i don't want my mom to find out and beat my ass again so i need y'alls help with how i can hide my cuts or where else I can cut that no one usually checks? https://t.co/F9JPrLpsWA,0,0,0,lowkey wanna cut dont want mom find beat ass need yalls help hide cuts else cut one usually checks,-0.7976,Negativo,Bajo
